  1.4 ms/s;  0.9;;;;Process;[PID 20920] postgres; 5.65 mW  
160.9 us/s;  1.1;;;;Process;[PID 13876] ifstat -n -t -w -i eth0 ; 4.46 mW  
 75.3 us/s;  1.0;;;;Process;[PID 13073] mongod --auth --bind_ip_all ; 4.07 mW  
 58.4 us/s;  1.0;;;;Process;[PID 13064] mongod --auth --bind_ip_all ; 4.04 mW  
 36.3 us/s;  1.0;;;;Process;[PID 13055] mongod --auth --bind_ip_all ; 4.01 mW  
 30.2 us/s;  1.0;;;;Process;[PID 13066] mongod --auth --bind_ip_all ; 4.00 mW  
 27.8 us/s;  1.0;;;;Process;[PID 13065] mongod --auth --bind_ip_all ; 3.99 mW  
 26.1 us/s;  1.0;;;;Process;[PID 13068] mongod --auth --bind_ip_all ; 3.99 mW  
 23.1 us/s;  1.0;;;;Process;[PID 11529] php -S [::]:8080 -t /var/www/html ; 3.98 mW  
 22.7 us/s;  1.0;;;;Process;[PID 12987] tini -- /docker-entrypoint.sh mongo-express ; 3.98 mW  
 21.9 us/s;  1.0;;;;Process;[PID 13067] mongod --auth --bind_ip_all ; 3.98 mW  
 20.8 us/s;  1.0;;;;Process;[PID 13063] mongod --auth --bind_ip_all ; 3.98 mW  
 15.9 us/s;  1.0;;;;Process;[PID 13074] mongod --auth --bind_ip_all ; 3.97 mW  
119.7 us/s;  0.7;;;;Process;[PID 13048] node app ; 2.82 mW  
 67.4 us/s;  0.7;;;;Process;[PID 13034] postgres: stats collector  ; 2.74 mW  
  3.4 us/s;  0.7;;;;kWork;blk_mq_requeue_work; 2.64 mW  
 18.5 us/s;  0.5;;;;Process;[PID 13031] postgres: background writer  ; 1.87 mW  
  9.7 us/s;  0.5;;;;Process;[PID 13069] mongod --auth --bind_ip_all ; 1.86 mW  
275.6 us/s;  0.3;;;;Process;[PID 10710] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.75 mW  
 18.7 us/s;  0.4;;;;Process;[PID 13087] mongod --auth --bind_ip_all ; 1.61 mW  
 26.1 us/s;  0.3;;;;Process;[PID 13105] mongod --auth --bind_ip_all ; 1.36 mW  
 14.0 us/s;  0.3;;;;kWork;wb_workfn; 1.34 mW  
403.1 us/s; 0.13;;;;Process;[PID 13716] powertop --csv=/data/metrics/power.csv --time=15 --iteration=1000 ; 1.16 mW  
 29.8 us/s; 0.27;;;;Process;[PID 11643] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 36dca17e3c54044f0799db16cc47ca4af2e6b218054e66af615143a0641b09; 1.10 mW  
 29.3 us/s; 0.27;;;;Process;[PID 12972] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 98a5f7b76ba605f694377677674c8f404fedbf00011c83b9b6735354e15052; 1.10 mW  
 18.5 us/s; 0.27;;;;Process;[PID 526] /sbin/multipathd -d -s ; 1.08 mW  
 11.5 us/s; 0.27;;;;Process;[PID 811] /usr/lib/accountsservice/accounts-daemon ; 1.07 mW  
 23.4 us/s; 0.20;;;;Process;[PID 1816] [jbd2/sda1-8];  826 uW  
 20.9 us/s; 0.20;;;;Process;[PID 13033] postgres: autovacuum launcher  ;  822 uW  
  9.1 us/s; 0.20;;;;Process;[PID 13083] mongod --auth --bind_ip_all ;  804 uW  
  2.8 us/s; 0.20;;;;Process;[PID 12966] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 98a5f7b76ba605f694377677674c8f404fedbf00011c83b9b6735354e15052;  794 uW  
  2.2 us/s; 0.20;;;;Timer;sched_rt_period_timer;  793 uW  
  2.1 us/s; 0.20;;;;Process;[PID 11640] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 36dca17e3c54044f0799db16cc47ca4af2e6b218054e66af615143a0641b09;  793 uW  
  0.6 us/s; 0.20;;;;kWork;blk_mq_timeout_work;  791 uW  
204.1 us/s; 0.07;;;;Process;[PID 10697] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ;  582 uW  
 22.3 us/s; 0.13;;;;Process;[PID 13192] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 36dca17e3c54044f0799db16cc47ca4af2e6b218054e66af615143a0641b09;  561 uW  
 20.0 us/s; 0.13;;;;Process;[PID 13041] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 98a5f7b76ba605f694377677674c8f404fedbf00011c83b9b6735354e15052;  558 uW  
 16.2 us/s; 0.13;;;;Process;[PID 11714] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 36dca17e3c54044f0799db16cc47ca4af2e6b218054e66af615143a0641b09;  552 uW  
 15.3 us/s; 0.13;;;;Process;[PID 12971] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 98a5f7b76ba605f694377677674c8f404fedbf00011c83b9b6735354e15052;  550 uW  
 12.2 us/s; 0.13;;;;Process;[PID 13104] mongod --auth --bind_ip_all ;  546 uW  
 11.8 us/s; 0.13;;;;Process;[PID 707] /lib/systemd/systemd-networkd ;  545 uW  
179.6 us/s; 0.07;;;;Process;[PID 10696] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ;  543 uW  
  3.8 us/s; 0.13;;;;Process;[PID 11313] /usr/bin/docker-proxy -proto tcp -host-ip :: -host-port 27017 -container-ip 172.18.0.2 -container-port 27017 ;  532 uW  
  1.7 us/s; 0.13;;;;Process;[PID 11306] /usr/bin/docker-proxy -proto tcp -host-ip 0.0.0.0 -host-port 27017 -container-ip 172.18.0.2 -container-port 27017 ;  529 uW  
246.3 us/s;;;;;Timer;rh_timer_func;  384 uW  
 31.4 us/s; 0.07;;;;Interrupt;[3] net_rx(softirq);  312 uW  
 15.9 us/s; 0.07;;;;Process;[PID 807] /usr/sbin/irqbalance --foreground ;  288 uW  
 12.3 us/s; 0.07;;;;Process;[PID 12968] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 98a5f7b76ba605f694377677674c8f404fedbf00011c83b9b6735354e15052;  282 uW  
  4.0 us/s; 0.07;;;;Timer;watchdog_timer_fn;  270 uW  
  3.5 us/s; 0.07;;;;kWork;vmstat_shepherd;  269 uW  
  1.7 us/s; 0.07;;;;Process;[PID 13086] mongod --auth --bind_ip_all ;  266 uW  
  1.2 us/s; 0.07;;;;Process;[PID 11642] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 36dca17e3c54044f0799db16cc47ca4af2e6b218054e66af615143a0641b09;  265 uW  
  1.1 us/s; 0.07;;;;kWork;addrconf_verify_work;  265 uW  
  0.8 us/s; 0.07;;;;Process;[PID 12974] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 98a5f7b76ba605f694377677674c8f404fedbf00011c83b9b6735354e15052;  264 uW  
  0.5 us/s; 0.07;;;;Process;[PID 10] [ksoftirqd/0];  264 uW  
  0.4 us/s; 0.07;;;;Process;[PID 13070] mongod --auth --bind_ip_all ;  264 uW  
  0.3 us/s; 0.07;;;;kWork;check_lifetime;  264 uW  
  0.2 us/s; 0.07;;;;kWork;neigh_periodic_work;  264 uW  
132.9 us/s;;;;;Interrupt;[7] sched(softirq);  207 uW  
 78.7 us/s;;;;;Interrupt;[1] timer(softirq);  123 uW  
 61.4 us/s;;;;;Interrupt;[9] RCU(softirq);    0 mW  
 45.4 us/s;;;;;Timer;delayed_work_timer_fn;    0 mW  
 28.8 us/s;;;;;Process;[PID 11660] postgres ;    0 mW  
 26.5 us/s;;;;;Timer;process_timeout;    0 mW  
 17.7 us/s;;;;;Process;[PID 13384] [kworker/u8:1];    0 mW  
 14.8 us/s;;;;;Process;[PID 13172] [kworker/0:1];    0 mW  
 14.6 us/s;;;;;Process;[PID 13642] [kworker/1:0];    0 mW  
 14.3 us/s;;;;;Process;[PID 11878] [kworker/2:0];    0 mW  
 12.5 us/s;;;;;Timer;blk_stat_timer_fn;    0 mW  
 11.3 us/s;;;;;Process;[PID 1] /sbin/init ;    0 mW  
 10.3 us/s;;;;;Process;[PID 11647] /usr/bin/containerd-shim-runc-v2 -namespace moby -id 36dca17e3c54044f0799db16cc47ca4af2e6b218054e66af615143a0641b09;    0 mW  
 10.2 us/s;;;;;Process;[PID 10280] [kworker/3:0];    0 mW  
  6.2 us/s;;;;;Timer;clocksource_watchdog;    0 mW  
  5.5 us/s;;;;;Interrupt;[32] virtio0-request;    0 mW  
  3.1 us/s;;;;;kWork;vmstat_update;    0 mW  
  2.9 us/s;;;;;Process;[PID 306] [kworker/2:1H];    0 mW  
  2.2 us/s;;;;;Timer;neigh_timer_handler;    0 mW  
  2.1 us/s;;;;;kWork;blk_mq_run_work_fn;    0 mW  
  1.9 us/s;;;;;Process;[PID 12] [migration/0];    0 mW  
  1.8 us/s;;;;;Process;[PID 23] [migration/2];    0 mW  
  1.6 us/s;;;;;Process;[PID 29] [migration/3];    0 mW  
  1.5 us/s;;;;;Timer;blk_rq_timed_out_timer;    0 mW  


The system baseline power is estimated at:  751 m W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
  0.9%;CPU misc;  751 mW   
  0.9%;CPU core;    0 mW   
  0.9%;DRAM;    0 mW   
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;USB device: UHCI Host Controller;           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
  1.0 pkts/s;nic:veth14fb732;           
  1.0 pkts/s;nic:veth609a2a9;           
  0.0 pkts/s;nic:br-751ae5d4d490;           
  0.0 pkts/s;Network interface: eth0 (virtio_net);           
  0.0 pkts/s;nic:vetha53225f;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-QEMU0002:00;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-i8042;           
  0.0%;runtime-pcspkr;           
  0.0 pkts/s;nic:docker0;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0%;runtime-kgdboc;           
  0.0 pkts/s;nic:veth5ed8fac;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
