 21.6 us/s;  2.5;;;;Process;[PID 10] [ksoftirqd/0]; 10.0 mW  
 32.1 us/s;  1.8;;;;Process;[PID 531] /sbin/multipathd -d -s ; 7.16 mW  
381.9 us/s;  1.5;;;;Process;[PID 378] /lib/systemd/systemd-journald ; 6.65 mW  
417.4 us/s;  1.2;;;;Process;[PID 19207] sshd; 5.39 mW  
394.5 us/s;  1.2;;;;Process;[PID 19118] sshd; 5.35 mW  
537.6 us/s;  1.1;;;;Process;[PID 19223] systemd-udevd; 5.31 mW  
 79.8 us/s;  1.3;;;;Process;[PID 865] /usr/lib/accountsservice/accounts-daemon ; 5.12 mW  
131.6 us/s;  1.2;;;;kWork;memcg_kmem_cache_create_func; 4.94 mW  
 89.4 us/s;  1.1;;;;Process;[PID 881] /usr/lib/policykit-1/polkitd --no-debug ; 4.61 mW  
 59.5 us/s;  1.1;;;;Process;[PID 862] /usr/sbin/rsyslogd -n -iNONE ; 4.57 mW  
 12.3 us/s;  1.1;;;;kWork;blk_mq_run_work_fn; 4.49 mW  
  2.1 ms/s; 0.27;;;;Process;[PID 19251] 91-release-upgr; 4.29 mW  
488.8 us/s;  0.9;;;;Process;[PID 19132] systemd-udevd; 4.18 mW  
317.2 us/s;  0.9;;;;Process;[PID 870] /usr/lib/snapd/snapd ; 3.92 mW  
  2.0 ms/s; 0.20;;;;Process;[PID 19161] 91-release-upgr; 3.86 mW  
125.4 us/s;  0.9;;;;Process;[PID 18006] ifstat -n -t -w -i eth0 ; 3.62 mW  
 73.7 us/s;  0.9;;;;Process;[PID 866] /usr/lib/udisks2/udisksd ; 3.54 mW  
  5.4 us/s;  0.9;;;;kWork;blk_mq_requeue_work; 3.43 mW  
177.6 us/s;  0.7;;;;Process;[PID 19200] sshd; 3.17 mW  
 53.1 us/s;  0.7;;;;Process;[PID 797] /usr/lib/accountsservice/accounts-daemon ; 2.98 mW  
  5.0 us/s;  0.7;;;;Timer;watchdog_timer_fn; 2.90 mW  
168.6 us/s;  0.7;;;;Process;[PID 19290] sshd; 2.89 mW  
 64.1 us/s;  0.7;;;;Process;[PID 864] /usr/sbin/rsyslogd -n -iNONE ; 2.73 mW  
 77.0 us/s;  0.5;;;;Process;[PID 878] /usr/lib/policykit-1/polkitd --no-debug ; 1.96 mW  
 79.9 us/s;  0.4;;;;kWork;kmemcg_workfn; 1.70 mW  
366.2 us/s; 0.27;;;;Process;[PID 19205] systemd-udevd; 1.62 mW  
 20.5 us/s;  0.4;;;;kWork;wb_workfn; 1.61 mW  
  6.5 us/s;  0.4;;;;Timer;timerfd_tmrproc; 1.59 mW  
  6.2 us/s;  0.4;;;;Process;[PID 24] [ksoftirqd/2]; 1.59 mW  
  5.9 us/s;  0.4;;;;kWork;css_free_rwork_fn; 1.59 mW  
  1.7 us/s;  0.4;;;;Timer;sched_rt_period_timer; 1.58 mW  
324.9 us/s; 0.27;;;;Process;[PID 19116] systemd-udevd; 1.56 mW  
604.0 us/s; 0.13;;;;Process;[PID 17845] powertop --csv=/data/metrics/power.csv --time=15 --iteration=1000 ; 1.47 mW  
389.6 us/s; 0.20;;;;Process;[PID 19123] systemd-udevd; 1.40 mW  
  0.7 ms/s; 0.07;;;;Process;[PID 19293] sshd: outscale [priv] ; 1.36 mW  
331.6 us/s; 0.20;;;;Process;[PID 19294] sshd; 1.31 mW  
  0.8 ms/s;;;;;Interrupt;[6] tasklet(softirq); 1.26 mW  
 97.0 us/s; 0.27;;;;Process;[PID 19195] update-motd-fsc; 1.20 mW  
 85.2 us/s; 0.27;;;;Process;[PID 19144] landscape-sysin; 1.19 mW  
198.0 us/s; 0.20;;;;Process;[PID 19201] sshd; 1.10 mW  
 13.3 us/s; 0.27;;;;Process;[PID 18] [ksoftirqd/1]; 1.07 mW  
176.2 us/s; 0.20;;;;Process;[PID 19291] sshd; 1.06 mW  
  6.6 us/s; 0.27;;;;Process;[PID 10428] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
174.8 us/s; 0.20;;;;Process;[PID 19219] systemd-udevd; 1.06 mW  
342.9 us/s; 0.13;;;;Interrupt;[1] timer(softirq); 1.06 mW  
  4.0 us/s; 0.27;;;;Process;[PID 10426] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
  1.7 us/s; 0.27;;;;kWork;key_garbage_collector; 1.06 mW  
  1.7 us/s; 0.27;;;;kWork;kernfs_notify_workfn; 1.06 mW  
326.6 us/s; 0.13;;;;Process;[PID 19213] systemd-udevd; 1.04 mW  
487.5 us/s; 0.07;;;;Process;[PID 19143] 50-landscape-sy; 1.02 mW  
315.3 us/s; 0.13;;;;Process;[PID 19122] systemd-udevd; 1.02 mW  
124.3 us/s; 0.20;;;;Process;[PID 19179] apt-config;  983 uW  
627.6 us/s;;;;;Interrupt;[9] RCU(softirq);  979 uW  
109.5 us/s; 0.20;;;;Process;[PID 19268] apt-config;  960 uW  
276.3 us/s; 0.13;;;;Process;[PID 19146] landscape-sysin;  957 uW  
102.9 us/s; 0.20;;;;Process;[PID 19270] apt-config;  950 uW  
102.4 us/s; 0.20;;;;Process;[PID 19285] update-motd-fsc;  949 uW  
 93.9 us/s; 0.20;;;;Process;[PID 19279] 97-overlayroot;  936 uW  
 92.0 us/s; 0.20;;;;Process;[PID 19269] apt-config;  933 uW  
 92.0 us/s; 0.20;;;;Process;[PID 19189] 97-overlayroot;  933 uW  
 72.6 us/s; 0.20;;;;Process;[PID 19271] update-motd-hwe;  903 uW  
240.5 us/s; 0.13;;;;Process;[PID 19236] landscape-sysin;  902 uW  
 71.1 us/s; 0.20;;;;Process;[PID 19246] 90-updates-avai;  900 uW  
233.3 us/s; 0.13;;;;Process;[PID 19170] update-motd-hwe;  890 uW  
 56.6 us/s; 0.20;;;;Process;[PID 19193] update-motd-fsc;  878 uW  
 56.0 us/s; 0.20;;;;Process;[PID 19163] 91-release-upgr;  877 uW  
 55.3 us/s; 0.20;;;;Process;[PID 19165] release-upgrade;  876 uW  
 53.8 us/s; 0.20;;;;Process;[PID 19255] release-upgrade;  873 uW  
 51.0 us/s; 0.20;;;;Process;[PID 19182] update-motd-hwe;  869 uW  
 49.1 us/s; 0.20;;;;Process;[PID 19282] update-motd-fsc;  866 uW  
 46.0 us/s; 0.20;;;;Process;[PID 19284] update-motd-fsc;  861 uW  
 45.1 us/s; 0.20;;;;Process;[PID 19194] update-motd-fsc;  860 uW  
212.8 us/s; 0.13;;;;Process;[PID 19177] update-motd-hwe;  858 uW  
 39.3 us/s; 0.20;;;;Process;[PID 19134] 00-header;  851 uW  
 38.8 us/s; 0.20;;;;Process;[PID 19133] 00-header;  850 uW  
 35.9 us/s; 0.20;;;;Process;[PID 19254] release-upgrade;  846 uW  
 35.4 us/s; 0.20;;;;Process;[PID 19166] release-upgrade;  845 uW  
 34.6 us/s; 0.20;;;;Process;[PID 19256] release-upgrade;  844 uW  
 34.4 us/s; 0.20;;;;Process;[PID 19224] 00-header;  843 uW  


The system baseline power is estimated at:  4.83  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 14.7%;CPU misc;  4.83 W   
 14.7%;CPU core;    0 mW   
 14.7%;DRAM;    0 mW   
835.6 pkts/s;Network interface: eth0 (virtio_net);           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;USB device: UHCI Host Controller;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
  0.0 pkts/s;nic:docker0;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-i8042;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-QEMU0002:00;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
