  0.8 ms/s;;;;;Process;[PID 789] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ; 1.19 mW  
 48.1 us/s; 0.27;;;;Process;[PID 18838] update-motd-fsc; 1.13 mW  
 46.3 us/s; 0.27;;;;Process;[PID 18749] update-motd-fsc; 1.13 mW  
212.4 us/s; 0.20;;;;Process;[PID 18845] sshd; 1.12 mW  
 36.1 us/s; 0.27;;;;Process;[PID 18778] 00-header; 1.11 mW  
186.4 us/s; 0.20;;;;Process;[PID 18669] sshd; 1.08 mW  
523.3 us/s; 0.07;;;;Process;[PID 18611] 50-landscape-sy; 1.08 mW  
184.0 us/s; 0.20;;;;Process;[PID 18756] sshd; 1.08 mW  
680.5 us/s;;;;;Interrupt;[9] RCU(softirq); 1.06 mW  
  4.5 us/s; 0.27;;;;Timer;watchdog_timer_fn; 1.06 mW  
  2.0 us/s; 0.27;;;;kWork;key_garbage_collector; 1.06 mW  
  1.7 us/s; 0.27;;;;kWork;cgroup_bpf_release; 1.06 mW  
  0.6 us/s; 0.27;;;;kWork;drain_local_stock; 1.05 mW  
293.2 us/s; 0.13;;;;Interrupt;[1] timer(softirq);  984 uW  
120.3 us/s; 0.20;;;;Process;[PID 937] sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups ;  977 uW  
115.6 us/s; 0.20;;;;Process;[PID 902] /usr/lib/snapd/snapd ;  970 uW  
108.4 us/s; 0.20;;;;Process;[PID 18820] apt-config;  959 uW  
107.7 us/s; 0.20;;;;Process;[PID 18729] apt-config;  958 uW  
105.2 us/s; 0.20;;;;Process;[PID 18646] apt-config;  954 uW  
103.4 us/s; 0.20;;;;Process;[PID 18648] apt-config;  951 uW  
101.0 us/s; 0.20;;;;Process;[PID 18750] update-motd-fsc;  947 uW  
 97.7 us/s; 0.20;;;;Process;[PID 18663] update-motd-fsc;  942 uW  
 94.5 us/s; 0.20;;;;Process;[PID 18744] 97-overlayroot;  937 uW  
 93.2 us/s; 0.20;;;;Process;[PID 18839] update-motd-fsc;  935 uW  
 78.0 us/s; 0.20;;;;Process;[PID 18649] update-motd-hwe;  911 uW  
 76.6 us/s; 0.20;;;;Process;[PID 18736] update-motd-hwe;  909 uW  
244.1 us/s; 0.13;;;;Process;[PID 18638] update-motd-hwe;  907 uW  
 72.7 us/s; 0.20;;;;Process;[PID 18825] update-motd-hwe;  903 uW  
240.5 us/s; 0.13;;;;Process;[PID 18725] update-motd-hwe;  902 uW  
227.5 us/s; 0.13;;;;Process;[PID 18814] update-motd-hwe;  881 uW  
 58.3 us/s; 0.20;;;;Process;[PID 18633] release-upgrade;  881 uW  
 55.8 us/s; 0.20;;;;Process;[PID 18807] 91-release-upgr;  877 uW  
 55.8 us/s; 0.20;;;;Process;[PID 18720] release-upgrade;  877 uW  
 54.9 us/s; 0.20;;;;Process;[PID 18718] 91-release-upgr;  875 uW  


The system baseline power is estimated at:  4.20  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 16.7%;CPU misc;  4.20 W   
 16.7%;CPU core;    0 mW   
 16.7%;DRAM;    0 mW   
624.7 pkts/s;Network interface: eth0 (virtio_net);           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;USB device: UHCI Host Controller;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
  0.0 pkts/s;nic:docker0;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-i8042;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-QEMU0002:00;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
