 11.3 us/s;  0.3;;;;kWork;wb_workfn; 1.33 mW  
  3.4 us/s;  0.3;;;;kWork;kernfs_notify_workfn; 1.32 mW  
  0.7 us/s;  0.3;;;;kWork;drain_local_stock; 1.32 mW  
  0.8 ms/s;;;;;Interrupt;[9] RCU(softirq); 1.22 mW  
  0.8 ms/s;;;;;Interrupt;[6] tasklet(softirq); 1.20 mW  
 95.9 us/s; 0.27;;;;Process;[PID 20076] update-motd-fsc; 1.20 mW  
  0.8 ms/s;;;;;Process;[PID 789] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ; 1.20 mW  
398.8 us/s; 0.13;;;;Process;[PID 17845] powertop --csv=/data/metrics/power.csv --time=15 --iteration=1000 ; 1.15 mW  
218.8 us/s; 0.20;;;;Process;[PID 20098] systemd-udevd; 1.13 mW  
387.3 us/s; 0.13;;;;Interrupt;[1] timer(softirq); 1.13 mW  
195.1 us/s; 0.20;;;;Process;[PID 20011] systemd-udevd; 1.09 mW  
 20.9 us/s; 0.27;;;;Process;[PID 20105] 50-landscape-sy; 1.09 mW  
189.1 us/s; 0.20;;;;Process;[PID 20167] sshd; 1.08 mW  
 10.7 us/s; 0.27;;;;Process;[PID 18] [ksoftirqd/1]; 1.07 mW  
178.6 us/s; 0.20;;;;Process;[PID 20082] sshd; 1.07 mW  
  4.7 us/s; 0.27;;;;kWork;vmstat_shepherd; 1.06 mW  
120.2 us/s; 0.20;;;;Process;[PID 20058] apt-config;  977 uW  
118.9 us/s; 0.20;;;;Process;[PID 20138] apt-config;  975 uW  
111.3 us/s; 0.20;;;;Process;[PID 937] sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups ;  963 uW  
108.2 us/s; 0.20;;;;Process;[PID 20053] apt-config;  958 uW  
104.4 us/s; 0.20;;;;Process;[PID 20146] apt-config;  953 uW  
104.2 us/s; 0.20;;;;Process;[PID 20057] apt-config;  952 uW  
608.7 us/s;;;;;Process;[PID 20024] 50-landscape-sy;  950 uW  
102.1 us/s; 0.20;;;;Process;[PID 20140] apt-config;  949 uW  
 89.3 us/s; 0.20;;;;Process;[PID 20070] 97-overlayroot;  929 uW  
250.8 us/s; 0.13;;;;Process;[PID 20175] /lib/systemd/systemd-udevd ;  918 uW  
 77.5 us/s; 0.20;;;;Process;[PID 20025] landscape-sysin;  911 uW  
 76.0 us/s; 0.20;;;;Process;[PID 20147] update-motd-hwe;  908 uW  
 75.7 us/s; 0.20;;;;Process;[PID 20062] update-motd-hwe;  908 uW  
242.1 us/s; 0.13;;;;Process;[PID 20000] systemd-udevd;  904 uW  
 72.7 us/s; 0.20;;;;Process;[PID 20110] landscape-sysin;  903 uW  
237.9 us/s; 0.13;;;;Process;[PID 20027] landscape-sysin;  898 uW  
229.2 us/s; 0.13;;;;Process;[PID 20141] update-motd-hwe;  884 uW  
 56.2 us/s; 0.20;;;;Process;[PID 20218] 91-release-upgr;  877 uW  


The system baseline power is estimated at:  4.84  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 16.9%;CPU misc;  4.84 W   
 16.9%;CPU core;    0 mW   
 16.9%;DRAM;    0 mW   
829.8 pkts/s;Network interface: eth0 (virtio_net);           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;USB device: UHCI Host Controller;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Device 1234:1111;           
  0.0 pkts/s;nic:docker0;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-i8042;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-QEMU0002:00;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
