  1.5 us/s;  0.4;;;;kWork;wb_workfn; 1.58 mW  
305.6 us/s; 0.27;;;;Process;[PID 13739] postgres; 1.53 mW  
107.1 us/s;  0.3;;;;Process;[PID 881] /usr/lib/snapd/snapd ; 1.48 mW  
 49.8 us/s;  0.3;;;;Process;[PID 631] /lib/systemd/systemd-resolved ; 1.39 mW  
198.6 us/s; 0.27;;;;Process;[PID 13798] sudo; 1.36 mW  
 28.3 us/s;  0.3;;;;Process;[PID 11343] /usr/bin/containerd-shim-runc-v2 -namespace moby -id de30834affa2c5698c0c87060d618cf7dd0d5afc934d6424ddd69bb572863e; 1.36 mW  
 23.6 us/s;  0.3;;;;Process;[PID 13105] mongod --auth --bind_ip_all ; 1.35 mW  
 20.5 us/s;  0.3;;;;Process;[PID 13087] mongod --auth --bind_ip_all ; 1.35 mW  
336.9 us/s; 0.20;;;;Process;[PID 13474] systemd-udevd; 1.32 mW  
310.5 us/s; 0.20;;;;Process;[PID 13478] systemd-udevd; 1.27 mW  
275.2 us/s; 0.20;;;;Process;[PID 13472] systemd-udevd; 1.22 mW  
 93.2 us/s; 0.27;;;;Process;[PID 13791] update-motd-fsc; 1.20 mW  
 56.6 us/s; 0.27;;;;Process;[PID 13761] release-upgrade; 1.14 mW  
 47.2 us/s; 0.27;;;;Process;[PID 13034] postgres: stats collector  ; 1.13 mW  
210.3 us/s; 0.20;;;;Process;[PID 13775] apt-config; 1.12 mW  
 37.7 us/s; 0.27;;;;Process;[PID 13728] 00-header; 1.11 mW  
 19.7 us/s; 0.27;;;;Process;[PID 526] /sbin/multipathd -d -s ; 1.08 mW  
 13.9 us/s; 0.27;;;;Process;[PID 13083] mongod --auth --bind_ip_all ; 1.07 mW  
  7.9 us/s; 0.27;;;;Process;[PID 13031] postgres: background writer  ; 1.07 mW  
  3.7 us/s; 0.27;;;;Timer;timerfd_tmrproc; 1.06 mW  
  3.7 us/s; 0.27;;;;Timer;watchdog_timer_fn; 1.06 mW  
  0.6 us/s; 0.27;;;;kWork;blk_mq_timeout_work; 1.05 mW  
123.7 us/s; 0.20;;;;Process;[PID 926] /usr/lib/snapd/snapd ;  983 uW  
112.1 us/s; 0.20;;;;Process;[PID 13851] apt-config;  965 uW  
 92.9 us/s; 0.20;;;;Process;[PID 13870] update-motd-fsc;  935 uW  
 71.6 us/s; 0.20;;;;Process;[PID 13777] update-motd-hwe;  902 uW  
 71.6 us/s; 0.20;;;;Process;[PID 13856] update-motd-hwe;  902 uW  
575.9 us/s;;;;;Process;[PID 800] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ;  898 uW  
 62.4 us/s; 0.20;;;;Process;[PID 13800] sudo;  887 uW  
228.5 us/s; 0.13;;;;Process;[PID 13845] update-motd-hwe;  883 uW  
 55.2 us/s; 0.20;;;;Process;[PID 13778] update-motd-hwe;  876 uW  


The system baseline power is estimated at:  1.45  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
  6.6%;CPU misc;  1.45 W   
  6.6%;CPU core;    0 mW   
  6.6%;DRAM;    0 mW   
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;USB device: UHCI Host Controller;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
  6.8 pkts/s;Network interface: eth0 (virtio_net);           
  1.0 pkts/s;nic:veth14fb732;           
  1.0 pkts/s;nic:veth609a2a9;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0 pkts/s;nic:vetha53225f;           
  0.0 pkts/s;nic:docker0;           
  0.0 pkts/s;nic:veth5ed8fac;           
  0.0 pkts/s;nic:br-751ae5d4d490;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-QEMU0002:00;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-i8042;           
  0.0%;runtime-pcspkr;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
