208.2 us/s;  1.7;;;;kWork;memcg_kmem_cache_create_func; 7.17 mW  
  1.0 ms/s;  1.2;;;;Process;[PID 19029] sshd; 6.25 mW  
 78.5 us/s;  1.5;;;;Process;[PID 862] /usr/sbin/rsyslogd -n -iNONE ; 5.91 mW  
133.2 us/s;  1.3;;;;Process;[PID 881] /usr/lib/policykit-1/polkitd --no-debug ; 5.47 mW  
 94.8 us/s;  1.3;;;;Process;[PID 864] /usr/sbin/rsyslogd -n -iNONE ; 5.41 mW  
406.7 us/s;  1.2;;;;Process;[PID 18938] sshd; 5.37 mW  
391.5 us/s;  1.2;;;;Process;[PID 18853] sshd; 5.35 mW  
595.6 us/s;  1.1;;;;Process;[PID 18863] systemd-udevd; 5.14 mW  
101.0 us/s;  1.2;;;;Process;[PID 866] /usr/lib/udisks2/udisksd ; 4.90 mW  
116.1 us/s;  1.1;;;;Process;[PID 865] /usr/lib/accountsservice/accounts-daemon ; 4.66 mW  
 65.0 us/s;  1.1;;;;Process;[PID 902] /usr/lib/snapd/snapd ; 4.58 mW  
 11.7 us/s;  1.1;;;;Process;[PID 10] [ksoftirqd/0]; 4.23 mW  
516.5 us/s;  0.9;;;;Process;[PID 18942] systemd-udevd; 4.23 mW  
  1.9 ms/s; 0.27;;;;Process;[PID 18896] 91-release-upgr; 4.09 mW  
123.5 us/s;  0.9;;;;Process;[PID 18006] ifstat -n -t -w -i eth0 ; 3.88 mW  
 74.5 us/s;  0.9;;;;Process;[PID 797] /usr/lib/accountsservice/accounts-daemon ; 3.80 mW  
410.3 us/s;  0.7;;;;Process;[PID 899] /usr/lib/snapd/snapd ; 3.54 mW  
  7.4 us/s;  0.9;;;;kWork;blk_mq_requeue_work; 3.43 mW  
  2.0 ms/s; 0.07;;;;Process;[PID 19073] 91-release-upgr; 3.34 mW  
105.2 us/s;  0.7;;;;Process;[PID 878] /usr/lib/policykit-1/polkitd --no-debug ; 3.06 mW  
394.5 us/s;  0.6;;;;Process;[PID 19030] sshd; 2.98 mW  
  8.4 us/s;  0.7;;;;Process;[PID 24] [ksoftirqd/2]; 2.91 mW  
174.8 us/s;  0.7;;;;Process;[PID 19021] sshd; 2.91 mW  
 38.0 us/s;  0.7;;;;Process;[PID 1089] /usr/lib/snapd/snapd ; 2.69 mW  
  1.6 ms/s;;;;;Process;[PID 18982] 91-release-upgr; 2.48 mW  
198.4 us/s;  0.5;;;;Process;[PID 18935] sshd; 2.42 mW  
461.0 us/s;  0.4;;;;Process;[PID 18943] systemd-udevd; 2.30 mW  
 19.8 us/s;  0.5;;;;Interrupt;[4] block(softirq); 2.14 mW  
 10.1 us/s;  0.5;;;;kWork;css_free_rwork_fn; 2.12 mW  
  5.9 us/s;  0.5;;;;Timer;watchdog_timer_fn; 2.12 mW  
486.2 us/s;  0.3;;;;Process;[PID 18855] systemd-udevd; 2.07 mW  
381.4 us/s;  0.3;;;;Process;[PID 19035] /lib/systemd/systemd-udevd ; 1.91 mW  
292.1 us/s;  0.3;;;;Process;[PID 18859] systemd-udevd; 1.77 mW  
  6.1 us/s;  0.4;;;;Process;[PID 1087] /usr/lib/snapd/snapd ; 1.59 mW  
173.2 us/s;  0.3;;;;Process;[PID 19112] sshd; 1.59 mW  
  1.6 us/s;  0.4;;;;kWork;key_garbage_collector; 1.58 mW  
132.0 us/s;  0.3;;;;Process;[PID 870] /usr/lib/snapd/snapd ; 1.52 mW  
128.3 us/s;  0.3;;;;kWork;kmemcg_workfn; 1.52 mW  
374.6 us/s; 0.20;;;;Process;[PID 18982] lsb_release; 1.37 mW  
 31.7 us/s;  0.3;;;;Process;[PID 303] [jbd2/vda1-8]; 1.37 mW  
  5.7 us/s;  0.3;;;;kWork;cgroup_bpf_release; 1.33 mW  
  2.6 us/s;  0.3;;;;kWork;kernfs_notify_workfn; 1.32 mW  
290.8 us/s; 0.20;;;;Process;[PID 18850] systemd-udevd; 1.24 mW  
  0.7 ms/s;;;;;Process;[PID 789] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ; 1.16 mW  
 54.4 us/s; 0.27;;;;Process;[PID 18898] 91-release-upgr; 1.14 mW  
  0.7 ms/s;;;;;Interrupt;[9] RCU(softirq); 1.13 mW  
 46.5 us/s; 0.27;;;;Process;[PID 18929] update-motd-fsc; 1.13 mW  
 45.1 us/s; 0.27;;;;Process;[PID 19015] update-motd-fsc; 1.12 mW  
 28.3 us/s; 0.27;;;;kWork;wb_workfn; 1.10 mW  
194.5 us/s; 0.20;;;;Process;[PID 18936] sshd; 1.09 mW  
 19.3 us/s; 0.27;;;;Process;[PID 18874] 50-landscape-sy; 1.08 mW  
186.7 us/s; 0.20;;;;Process;[PID 19022] sshd; 1.08 mW  
 14.1 us/s; 0.27;;;;Process;[PID 1963] [jbd2/sda1-8]; 1.07 mW  
  9.5 us/s; 0.27;;;;Process;[PID 30] [ksoftirqd/3]; 1.07 mW  
  8.5 us/s; 0.27;;;;Process;[PID 1090] /usr/lib/snapd/snapd ; 1.07 mW  
  4.8 us/s; 0.27;;;;Process;[PID 10426] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
  0.6 us/s; 0.27;;;;kWork;blk_mq_timeout_work; 1.05 mW  
333.4 us/s; 0.13;;;;Process;[PID 19037] /lib/systemd/systemd-udevd ; 1.05 mW  
145.0 us/s; 0.20;;;;Process;[PID 937] sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups ; 1.02 mW  
643.9 us/s;;;;;Process;[PID 18964] 50-landscape-sy; 1.00 mW  
625.5 us/s;;;;;Process;[PID 18878] 50-landscape-sy;  976 uW  
624.3 us/s;;;;;Process;[PID 19055] 50-landscape-sy;  974 uW  
117.4 us/s; 0.20;;;;Process;[PID 19027] systemd-udevd;  973 uW  
114.1 us/s; 0.20;;;;Process;[PID 18862] systemd-udevd;  968 uW  
113.6 us/s; 0.20;;;;Process;[PID 19026] systemd-udevd;  967 uW  
107.0 us/s; 0.20;;;;Process;[PID 18995] apt-config;  957 uW  
103.3 us/s; 0.20;;;;Process;[PID 18930] update-motd-fsc;  951 uW  
101.7 us/s; 0.20;;;;Process;[PID 19056] landscape-sysin;  948 uW  
 80.2 us/s; 0.20;;;;Process;[PID 18977] 90-updates-avai;  915 uW  
 78.1 us/s; 0.20;;;;Process;[PID 18916] update-motd-hwe;  912 uW  
 74.9 us/s; 0.20;;;;Process;[PID 19093] update-motd-hwe;  907 uW  
 73.0 us/s; 0.20;;;;Process;[PID 19002] update-motd-hwe;  904 uW  
 71.1 us/s; 0.20;;;;Process;[PID 18879] landscape-sysin;  901 uW  
236.5 us/s; 0.13;;;;Process;[PID 18905] update-motd-hwe;  895 uW  
 58.5 us/s; 0.20;;;;Process;[PID 18900] release-upgrade;  881 uW  
 57.9 us/s; 0.20;;;;Process;[PID 18986] release-upgrade;  880 uW  


The system baseline power is estimated at:  4.36  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 17.6%;CPU misc;  4.36 W   
 17.6%;CPU core;    0 mW   
 17.6%;DRAM;    0 mW   
758.1 pkts/s;Network interface: eth0 (virtio_net);           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;USB device: UHCI Host Controller;           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
  0.0%;runtime-QEMU0002:00;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-i8042;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0 pkts/s;nic:docker0;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
