 14.9 ms/s; 0.07;;;;Process;[PID 18023] landscape-sysin; 23.6 mW  
  1.3 ms/s;  5.3;;;;Process;[PID 378] /lib/systemd/systemd-journald ; 22.7 mW  
 14.2 ms/s; 0.07;;;;Process;[PID 18102] landscape-sysin; 22.4 mW  
523.2 us/s;  4.5;;;;kWork;memcg_kmem_cache_create_func; 18.7 mW  
121.7 us/s;  4.5;;;;Process;[PID 1089] /usr/lib/snapd/snapd ; 17.8 mW  
162.0 us/s;  4.3;;;;Process;[PID 862] /usr/sbin/rsyslogd -n -iNONE ; 17.1 mW  
283.5 us/s;  3.8;;;;Process;[PID 881] /usr/lib/policykit-1/polkitd --no-debug ; 15.4 mW  
218.2 us/s;  3.7;;;;Process;[PID 865] /usr/lib/accountsservice/accounts-daemon ; 14.8 mW  
231.4 us/s;  3.1;;;;Process;[PID 866] /usr/lib/udisks2/udisksd ; 12.5 mW  
311.0 us/s;  3.0;;;;Process;[PID 18159] sshd; 12.3 mW  
  1.0 ms/s;  2.5;;;;Process;[PID 17851] sshd; 11.5 mW  
  0.9 ms/s;  2.5;;;;Process;[PID 18086] sshd; 11.5 mW  
  1.2 ms/s;  2.4;;;;Process;[PID 18236] sshd; 11.3 mW  
  1.0 ms/s;  2.5;;;;Process;[PID 18161] sshd; 11.2 mW  
  0.9 ms/s;  2.5;;;;Process;[PID 17930] sshd; 11.2 mW  
  0.9 ms/s;  2.4;;;;Process;[PID 18007] sshd; 10.9 mW  
  0.9 ms/s;  2.3;;;;Process;[PID 902] /usr/lib/snapd/snapd ; 10.4 mW  
  1.7 ms/s;  1.9;;;;Process;[PID 17648] systemd-udevd; 10.3 mW  
185.3 us/s;  2.3;;;;Process;[PID 864] /usr/sbin/rsyslogd -n -iNONE ; 9.24 mW  
  1.2 ms/s;  1.7;;;;Process;[PID 17651] systemd-udevd; 8.74 mW  
231.2 us/s;  1.9;;;;Process;[PID 878] /usr/lib/policykit-1/polkitd --no-debug ; 7.99 mW  
 64.4 us/s;  1.9;;;;Process;[PID 531] /sbin/multipathd -d -s ; 7.73 mW  
126.5 us/s;  1.9;;;;Process;[PID 797] /usr/lib/accountsservice/accounts-daemon ; 7.57 mW  
  1.0 ms/s;  1.4;;;;Process;[PID 17644] systemd-udevd; 7.16 mW  
389.9 us/s;  1.4;;;;Process;[PID 18008] sshd; 6.13 mW  
414.4 us/s;  1.3;;;;Process;[PID 18237] sshd; 5.65 mW  
398.9 us/s;  1.3;;;;Process;[PID 17852] sshd; 5.62 mW  
389.5 us/s;  1.3;;;;Process;[PID 18087] sshd; 5.61 mW  
387.7 us/s;  1.1;;;;Process;[PID 18162] sshd; 5.08 mW  
392.1 us/s;  1.1;;;;Process;[PID 17931] sshd; 4.82 mW  
 16.4 us/s;  1.2;;;;kWork;blk_mq_run_work_fn; 4.76 mW  
115.8 us/s;  1.1;;;;Process;[PID 18160] scp; 4.65 mW  
596.8 us/s;  0.9;;;;Process;[PID 18240] systemd-udevd; 4.62 mW  
 12.1 us/s;  1.1;;;;Process;[PID 1087] /usr/lib/snapd/snapd ; 4.49 mW  
273.2 us/s;  1.0;;;;Process;[PID 18006] ifstat -n -t -w -i eth0 ; 4.37 mW  
  0.9 ms/s;  0.7;;;;Process;[PID 17646] systemd-udevd; 4.36 mW  
  2.1 ms/s; 0.27;;;;Process;[PID 18280] 91-release-upgr; 4.28 mW  
  2.0 ms/s; 0.27;;;;Process;[PID 18195] 91-release-upgr; 4.12 mW  
  8.6 us/s;  1.0;;;;kWork;blk_mq_requeue_work; 3.96 mW  
  2.0 ms/s; 0.20;;;;Process;[PID 18041] 91-release-upgr; 3.94 mW  
  2.0 ms/s; 0.20;;;;Process;[PID 18120] 91-release-upgr; 3.86 mW  
  1.9 ms/s; 0.20;;;;Process;[PID 17885] 91-release-upgr; 3.81 mW  
  1.9 ms/s; 0.13;;;;Process;[PID 17965] 91-release-upgr; 3.54 mW  
226.2 us/s;  0.7;;;;kWork;kmemcg_workfn; 3.25 mW  
179.0 us/s;  0.7;;;;Process;[PID 18004] sshd; 3.17 mW  
167.1 us/s;  0.7;;;;Process;[PID 17924] sshd; 3.16 mW  
183.2 us/s;  0.7;;;;Process;[PID 18234] sshd; 2.92 mW  
178.0 us/s;  0.7;;;;Process;[PID 18080] sshd; 2.91 mW  
175.2 us/s;  0.7;;;;Process;[PID 18319] sshd; 2.91 mW  
  5.9 us/s;  0.7;;;;kWork;kernfs_notify_workfn; 2.90 mW  
100.1 us/s;  0.7;;;;Process;[PID 630] /lib/systemd/systemd-resolved ; 2.79 mW  
 15.3 us/s;  0.7;;;;kWork;css_free_rwork_fn; 2.66 mW  
  2.4 us/s;  0.7;;;;kWork;key_garbage_collector; 2.64 mW  
471.8 us/s;  0.5;;;;Process;[PID 18244] systemd-udevd; 2.58 mW  
 11.2 us/s;  0.6;;;;Timer;timerfd_tmrproc; 2.39 mW  
  1.5 ms/s;;;;;Process;[PID 789] /usr/bin/dbus-daemon --system --address=systemd: --nofork --nopidfile --systemd-activation --syslog-only ; 2.38 mW  
  5.2 us/s;  0.6;;;;Process;[PID 1090] /usr/lib/snapd/snapd ; 2.38 mW  
  0.7 us/s;  0.5;;;;kWork;drain_local_stock; 2.11 mW  
672.3 us/s; 0.27;;;;Process;[PID 17649] systemd-udevd; 2.10 mW  
270.4 us/s;  0.4;;;;Process;[PID 937] sshd: /usr/sbin/sshd -D [listener] 0 of 10-100 startups ; 2.00 mW  
187.6 us/s;  0.4;;;;Process;[PID 17926] sudo; 1.87 mW  
179.9 us/s;  0.4;;;;Process;[PID 17928] sudo; 1.86 mW  
  8.8 us/s;  0.5;;;;Timer;watchdog_timer_fn; 1.86 mW  
168.6 us/s;  0.4;;;;Process;[PID 18084] sudo; 1.84 mW  
637.1 us/s; 0.20;;;;Process;[PID 17845] powertop --csv=/data/metrics/power.csv --time=15 --iteration=1000 ; 1.78 mW  
 80.1 us/s;  0.4;;;;Process;[PID 899] /usr/lib/snapd/snapd ; 1.70 mW  
 15.1 us/s;  0.4;;;;kWork;wb_workfn; 1.60 mW  
 10.6 us/s;  0.4;;;;kWork;bpf_prog_free_deferred; 1.60 mW  
178.5 us/s;  0.3;;;;Process;[PID 18082] sudo; 1.59 mW  
  2.7 us/s;  0.4;;;;kWork;cgroup_bpf_release; 1.58 mW  
382.7 us/s; 0.20;;;;Process;[PID 17639] systemd-udevd; 1.39 mW  
  0.0 us/s;  0.3;;;;kWork;fsnotify_connector_destroy_work; 1.32 mW  
  0.0 us/s;  0.3;;;;kWork;fsnotify_mark_destroy_workfn; 1.32 mW  
130.4 us/s; 0.27;;;;Process;[PID 18314] update-motd-fsc; 1.26 mW  
268.7 us/s; 0.20;;;;Process;[PID 17643] systemd-udevd; 1.21 mW  
 99.6 us/s; 0.27;;;;Process;[PID 18075] update-motd-fsc; 1.21 mW  
 99.1 us/s; 0.27;;;;Process;[PID 17919] update-motd-fsc; 1.21 mW  
 61.4 us/s; 0.27;;;;Process;[PID 17929] sudo; 1.15 mW  
 61.3 us/s; 0.27;;;;Process;[PID 18124] release-upgrade; 1.15 mW  


The system baseline power is estimated at:  2.68  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 31.1%;CPU misc;  2.68 W   
 31.1%;CPU core;    0 mW   
 31.1%;DRAM;    0 mW   
100.0%;USB device: UHCI Host Controller;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Device 1234:1111;           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
 22.2 pkts/s;Network interface: eth0 (virtio_net);           
  0.0 pkts/s;nic:docker0;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-i8042;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-QEMU0002:00;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
