  9.4 us/s;  0.9;;;;Process;[PID 24] [ksoftirqd/2]; 3.44 mW  
 74.3 us/s;  0.8;;;;Process;[PID 866] /usr/lib/udisks2/udisksd ; 3.27 mW  
 58.4 us/s;  0.8;;;;Process;[PID 864] /usr/sbin/rsyslogd -n -iNONE ; 3.25 mW  
  4.3 us/s;  0.8;;;;kWork;blk_mq_requeue_work; 3.16 mW  
171.2 us/s;  0.7;;;;Process;[PID 19901] sshd; 3.16 mW  
307.4 us/s;  0.7;;;;Process;[PID 870] /usr/lib/snapd/snapd ; 3.11 mW  
 48.0 us/s;  0.7;;;;Process;[PID 797] /usr/lib/accountsservice/accounts-daemon ; 2.97 mW  
170.3 us/s;  0.6;;;;Process;[PID 19991] sshd; 2.63 mW  
 73.7 us/s;  0.5;;;;Process;[PID 878] /usr/lib/policykit-1/polkitd --no-debug ; 2.22 mW  
  6.7 us/s;  0.5;;;;kWork;vmstat_shepherd; 2.12 mW  
333.3 us/s;  0.4;;;;Process;[PID 19830] systemd-udevd; 2.10 mW  
 80.5 us/s;  0.4;;;;kWork;kmemcg_workfn; 1.70 mW  
348.7 us/s; 0.27;;;;Process;[PID 19921] systemd-udevd; 1.60 mW  
335.4 us/s; 0.27;;;;Process;[PID 19819] systemd-udevd; 1.58 mW  
389.7 us/s; 0.20;;;;Process;[PID 19823] systemd-udevd; 1.40 mW  
 19.2 us/s;  0.3;;;;Process;[PID 303] [jbd2/vda1-8]; 1.35 mW  
  7.3 us/s;  0.3;;;;kWork;css_free_rwork_fn; 1.33 mW  
  4.7 us/s;  0.3;;;;Timer;watchdog_timer_fn; 1.32 mW  
  4.5 us/s;  0.3;;;;Process;[PID 18] [ksoftirqd/1]; 1.32 mW  
100.6 us/s; 0.27;;;;Process;[PID 19986] update-motd-fsc; 1.21 mW  
 81.3 us/s; 0.27;;;;Process;[PID 19845] landscape-sysin; 1.18 mW  
 79.2 us/s; 0.27;;;;Process;[PID 19935] landscape-sysin; 1.18 mW  
387.3 us/s; 0.13;;;;Process;[PID 17845] powertop --csv=/data/metrics/power.csv --time=15 --iteration=1000 ; 1.13 mW  
181.8 us/s; 0.20;;;;Process;[PID 19912] systemd-udevd; 1.07 mW  
178.8 us/s; 0.20;;;;Process;[PID 19902] sshd; 1.07 mW  
  8.2 us/s; 0.27;;;;kWork;wb_workfn; 1.07 mW  
  7.3 us/s; 0.27;;;;Timer;timerfd_tmrproc; 1.06 mW  
174.4 us/s; 0.20;;;;Process;[PID 19992] sshd; 1.06 mW  
  4.7 us/s; 0.27;;;;Process;[PID 10426] /usr/bin/dockerd -H fd:// --containerd=/run/containerd/containerd.sock ; 1.06 mW  
  1.6 us/s; 0.27;;;;kWork;kernfs_notify_workfn; 1.06 mW  
  0.9 us/s; 0.27;;;;kWork;key_garbage_collector; 1.05 mW  
649.1 us/s;;;;;Process;[PID 19934] 50-landscape-sy; 1.01 mW  
618.6 us/s;;;;;Process;[PID 19844] 50-landscape-sy;  965 uW  
111.0 us/s; 0.20;;;;Process;[PID 19994] systemd-udevd;  963 uW  
613.4 us/s;;;;;Interrupt;[9] RCU(softirq);  957 uW  
103.8 us/s; 0.20;;;;Process;[PID 19881] apt-config;  951 uW  
100.9 us/s; 0.20;;;;Process;[PID 19896] update-motd-fsc;  947 uW  
 79.0 us/s; 0.20;;;;Process;[PID 19928] 50-landscape-sy;  913 uW  
 72.8 us/s; 0.20;;;;Process;[PID 19882] update-motd-hwe;  903 uW  
241.2 us/s; 0.13;;;;Process;[PID 19871] update-motd-hwe;  903 uW  
 71.1 us/s; 0.20;;;;Process;[PID 19947] 90-updates-avai;  900 uW  
230.4 us/s; 0.13;;;;Process;[PID 19961] update-motd-hwe;  886 uW  
 56.5 us/s; 0.20;;;;Process;[PID 19954] 91-release-upgr;  878 uW  
224.1 us/s; 0.13;;;;Process;[PID 19937] landscape-sysin;  876 uW  
 54.0 us/s; 0.20;;;;Process;[PID 19984] update-motd-fsc;  874 uW  
 53.9 us/s; 0.20;;;;Process;[PID 19866] release-upgrade;  874 uW  
 52.7 us/s; 0.20;;;;Process;[PID 19956] release-upgrade;  872 uW  
 51.2 us/s; 0.20;;;;Process;[PID 19973] update-motd-hwe;  869 uW  
 48.0 us/s; 0.20;;;;Process;[PID 19893] update-motd-fsc;  864 uW  
 47.0 us/s; 0.20;;;;Process;[PID 19985] update-motd-fsc;  863 uW  
 42.3 us/s; 0.20;;;;Process;[PID 19895] update-motd-fsc;  855 uW  
 42.0 us/s; 0.20;;;;Process;[PID 19850] 50-motd-news;  855 uW  
 40.9 us/s; 0.20;;;;Process;[PID 19955] release-upgrade;  853 uW  
 37.3 us/s; 0.20;;;;Process;[PID 19865] release-upgrade;  848 uW  
 36.4 us/s; 0.20;;;;Process;[PID 19987] update-motd-fsc;  846 uW  
 35.3 us/s; 0.20;;;;Process;[PID 19962] apt-config;  845 uW  
 34.9 us/s; 0.20;;;;Process;[PID 19867] release-upgrade;  844 uW  
 34.5 us/s; 0.20;;;;Process;[PID 19957] release-upgrade;  843 uW  
 34.0 us/s; 0.20;;;;Process;[PID 19885] update-motd-hwe;  843 uW  
 32.3 us/s; 0.20;;;;Process;[PID 19872] apt-config;  840 uW  
 30.9 us/s; 0.20;;;;Process;[PID 19874] apt-config;  838 uW  
 30.8 us/s; 0.20;;;;Process;[PID 19878] apt-config;  838 uW  
 30.3 us/s; 0.20;;;;Process;[PID 19876] apt-config;  837 uW  
 29.9 us/s; 0.20;;;;Process;[PID 19964] apt-config;  836 uW  


The system baseline power is estimated at:  3.68  W;
____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name;PW Estimate
 14.7%;CPU misc;  3.68 W   
 14.7%;CPU core;    0 mW   
 14.7%;DRAM;    0 mW   
783.2 pkts/s;Network interface: eth0 (virtio_net);           
100.0%;PCI Device: Red Hat, Inc. Virtio SCSI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];           
100.0%;PCI Device: Intel Corporation 82371AB/EB/MB PIIX4 ACPI;           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio network device;           
100.0%;PCI Device: Device 1234:1111;           
100.0%;USB device: QEMU USB Tablet (QEMU);           
100.0%;USB device: UHCI Host Controller;           
100.0%;PCI Device: Intel Corporation 440FX - 82441FX PMC [Natoma];           
100.0%;PCI Device: Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];           
100.0%;PCI Device: Red Hat, Inc. Virtio RNG;           
100.0%;PCI Device: Red Hat, Inc. Virtio block device;           
  0.0%;runtime-QEMU0002:00;           
  0.0%;runtime-pcspkr;           
  0.0%;runtime-i8042;           
  0.0%;runtime-serial8250;           
  0.0%;runtime-PNP0103:00;           
  0.0%;runtime-Fixed MDIO bus.0;           
  0.0%;runtime-eisa.0;           
  0.0%;runtime-platform-framebuffer.0;           
  0.0%;runtime-kgdboc;           
  0.0%;runtime-reg-dummy;           
  0.0%;runtime-alarmtimer.0.auto;           
  0.0 pkts/s;nic:docker0;           
____________________________________________________________________
 *  *  *   Process Device Activity   *  *  *

Process;Device
systemd;/dev/autofs
;/dev/kmsg
;/dev/rfkill
systemd-journal;/dev/kmsg
;/dev/kmsg
multipathd;/dev/mapper/control
systemd-logind;/dev/input/event0
;/dev/input/event1
none;/dev/kmsg

____________________________________________________________________
 *  *  *   AHCI ALPM Residency Statistics - Not supported on this macine   *  *  *

____________________________________________________________________
 *  *  *   Software Settings in Need of Tuning   *  *  *

Description;Script
VM writeback timeout;echo '1500' > '/proc/sys/vm/dirty_writeback_centisecs';
Autosuspend for USB device QEMU USB Tablet [QEMU];echo 'auto' > '/sys/bus/usb/devices/1-1/power/control';
Runtime PM for PCI Device Intel Corporation 440FX - 82441FX PMC [Natoma];echo 'auto' > '/sys/bus/pci/devices/0000:00:00.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 USB [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.2/power/control';
Runtime PM for disk sda;echo 'auto' > '/sys/block/sda/device/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 ISA [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio block device;echo 'auto' > '/sys/bus/pci/devices/0000:00:04.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio RNG;echo 'auto' > '/sys/bus/pci/devices/0000:00:1e.0/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio SCSI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.5/power/control';
Runtime PM for PCI Device Intel Corporation 82371AB/EB/MB PIIX4 ACPI;echo 'auto' > '/sys/bus/pci/devices/0000:00:01.3/power/control';
Runtime PM for PCI Device Red Hat, Inc. Virtio network device;echo 'auto' > '/sys/bus/pci/devices/0000:00:03.0/power/control';
Runtime PM for PCI Device Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/power/control';
Runtime PM for port ata1 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata1/power/control';
Runtime PM for port ata2 of PCI device: Intel Corporation 82371SB PIIX3 IDE [Natoma/Triton II];echo 'auto' > '/sys/bus/pci/devices/0000:00:01.1/ata2/power/control';
Runtime PM for PCI Device Device 1234:1111;echo 'auto' > '/sys/bus/pci/devices/0000:00:02.0/power/control';
____________________________________________________________________
 *  *  *   Untunable Software Issues   *  *  *

Description
____________________________________________________________________
 *  *  *   Optimal Tuned Software Settings   *  *  *

Description
NMI watchdog should be turned off
Autosuspend for USB device UHCI Host Controller [usb1]

____________________________________________________________________
 *  *  *   Wake status of the devices   *  *  *

Description;Script
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
Wake status for USB device usb1;echo 'enabled' > '/sys/bus/usb/devices/usb1/power/wakeup';
Wake status for USB device 1-1;echo 'enabled' > '/sys/bus/usb/devices/1-1/power/wakeup';
